election,state,county,precinct,jurisdiction,office,candidate,party,vote_mode,votes,writein,result_status,source_url,source_filename,datetime_retrieved
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,UNITED STATES SENATOR,JOHN C THOMAS,LIB,ELECTION DAY,3,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,UNITED STATES SENATOR,JOHN C THOMAS,LIB,PROVISIONAL,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,UNITED STATES SENATOR,JOHN C THOMAS,LIB,MAIL-IN,1,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,UNITED STATES SENATOR,JOHN C THOMAS,LIB,TOTAL,4,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,UNITED STATES SENATOR,MARTY SELKER,CST,ELECTION DAY,1,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,UNITED STATES SENATOR,MARTY SELKER,CST,PROVISIONAL,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,UNITED STATES SENATOR,MARTY SELKER,CST,MAIL-IN,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,UNITED STATES SENATOR,MARTY SELKER,CST,TOTAL,1,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,EUGENE DEPASQUALE,DEM,ELECTION DAY,108,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,EUGENE DEPASQUALE,DEM,PROVISIONAL,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,EUGENE DEPASQUALE,DEM,MAIL-IN,38,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,EUGENE DEPASQUALE,DEM,TOTAL,146,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,DAVE SUNDAY,REP,ELECTION DAY,81,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,DAVE SUNDAY,REP,PROVISIONAL,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,DAVE SUNDAY,REP,MAIL-IN,27,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,DAVE SUNDAY,REP,TOTAL,108,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,ROBERT COWBURN,LIB,ELECTION DAY,6,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,ROBERT COWBURN,LIB,PROVISIONAL,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,ROBERT COWBURN,LIB,MAIL-IN,1,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,ROBERT COWBURN,LIB,TOTAL,7,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,RICHARD L WEISS,GRN,ELECTION DAY,4,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,RICHARD L WEISS,GRN,PROVISIONAL,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,RICHARD L WEISS,GRN,MAIL-IN,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,RICHARD L WEISS,GRN,TOTAL,4,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,JUSTIN L MAGILL,CST,ELECTION DAY,4,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,JUSTIN L MAGILL,CST,PROVISIONAL,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,JUSTIN L MAGILL,CST,MAIL-IN,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,JUSTIN L MAGILL,CST,TOTAL,4,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,ERIC L SETTLE,FWD,ELECTION DAY,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,ERIC L SETTLE,FWD,PROVISIONAL,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,ERIC L SETTLE,FWD,MAIL-IN,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,ATTORNEY GENERAL,ERIC L SETTLE,FWD,TOTAL,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,AUDITOR GENERAL,MALCOLM KENYATTA,DEM,ELECTION DAY,109,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,AUDITOR GENERAL,MALCOLM KENYATTA,DEM,PROVISIONAL,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,AUDITOR GENERAL,MALCOLM KENYATTA,DEM,MAIL-IN,35,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,AUDITOR GENERAL,MALCOLM KENYATTA,DEM,TOTAL,144,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,AUDITOR GENERAL,TIM DEFOOR,REP,ELECTION DAY,83,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
2024 GENERAL,PENNSYLVANIA,LAWRENCE COUNTY,New Castle 1-1,LAWRENCE COUNTY,AUDITOR GENERAL,TIM DEFOOR,REP,PROVISIONAL,0,0,OFFICIAL RESULTS,https://lawrencecountypa.gov/getmedia/34376319-2fff-495d-909b-a554502af399/2024-General-Election-Precinct-Official-Results.pdf,2024-General-Election-Precinct-Official-Results.pdf,11/22/2024    10:38 AM
